NU_INSCRICAO;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;TP_PRESENCA_CN;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
'190004581497';29;F;2;2;1;11;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;431.3;410.8;529.2;380.9;1;540;B;A;A;A;2;C;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;C;A;B;B
'190004581498';17;F;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;406.4;391.4;480.2;426.7;1;540;E;E;B;B;6;C;A;B;D;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004581510';17;F;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;481.3;508.7;540.8;495.9;1;640;G;E;D;D;7;G;A;B;D;B;B;B;A;A;A;B;A;A;D;B;B;E;B;D;B
'190004581512';19;M;2;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;440.1;416.6;469.3;465.6;0;500;F;D;D;B;2;C;B;B;B;A;A;B;A;A;A;B;A;A;A;A;A;C;A;A;B
'190004581514';17;M;1;2;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;475.6;523.3;552.5;578.9;0;560;E;D;F;B;4;E;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004106306';20;F;2;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;F;A;A;5;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A
'190004106318';32;M;2;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;470.1;440;505.8;376.5;1;500;B;B;A;A;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;B
'190004106321';20;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;B;D;5;F;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;E;A;A;B
'190004099894';19;F;1;1;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;648.8;633.7;618.4;642.7;1;760;G;F;E;E;4;K;D;D;D;B;A;B;B;B;B;A;A;B;C;A;A;D;B;C;B
'190004099896';17;F;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;543.4;597.6;536.9;643.6;0;880;E;E;D;D;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190004099905';45;F;3;1;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;A;A;A;A;3;B;A;B;D;A;B;B;A;B;A;B;A;A;B;A;A;D;A;B;B
'190004099910';42;F;3;3;1;10;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;337.8;515.6;541.6;464.5;1;460;A;B;A;A;5;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;A
'190004103149';19;M;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;551.8;599;519.2;709.4;1;920;E;F;D;F;2;G;D;B;C;B;B;B;B;A;A;A;A;A;B;A;A;D;A;B;B
'190004103154';17;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;555;566.2;451.8;375.1;0;680;H;G;B;E;3;A;A;C;C;B;A;B;B;B;A;A;A;A;C;B;A;C;A;B;B
'190004103160';17;F;1;1;1;0;3;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;536;596.8;598.9;635.9;1;860;D;E;D;D;3;G;D;C;C;C;A;B;A;B;A;B;A;A;C;A;B;D;A;A;B
'190004103164';15;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;490.8;531.2;538.5;417.3;1;580;E;G;D;D;4;I;A;C;D;C;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
'190004103176';18;M;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;563;589.8;574.3;467;0;560;H;F;B;B;4;C;A;B;C;A;B;B;B;B;A;B;A;B;B;B;A;E;A;B;B
'190004103178';18;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;408.7;513.8;529.6;424;1;640;C;C;B;B;2;C;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
'190004103180';17;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;467.4;504.1;442.4;465.1;0;520;E;D;B;B;6;B;D;B;C;A;A;B;A;A;A;A;A;A;B;A;A;A;B;B;B
'190004103188';18;M;1;3;2;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;448.8;398.4;398.7;624.3;1;340;D;E;D;C;5;E;A;C;D;B;C;B;A;A;A;B;A;B;B;A;B;E;A;A;B
'190004103190';20;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;510.4;565.9;507;526.2;1;620;B;C;A;A;7;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004103198';16;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;373.8;558.4;550;561.6;1;480;F;F;B;D;5;J;A;D;E;A;C;B;B;B;A;B;A;A;C;A;B;E;A;D;B
'190004106328';26;F;2;1;1;6;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;D;B;3;F;A;B;B;B;A;B;A;B;B;A;A;A;B;A;B;C;A;A;B
'190004106336';19;M;1;1;1;3;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;476.2;503.4;555.8;605.8;1;440;B;B;B;A;4;C;A;C;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;B;A
'190004106345';23;M;1;2;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;D;D;C;B;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;C;B
'190004106348';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;516.4;553.9;525.8;597.5;0;580;G;E;A;B;2;C;A;C;D;B;A;B;A;B;A;B;A;A;C;B;A;C;A;B;B
'190004090225';18;F;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;504.3;382.8;477.4;477.9;1;580;B;D;C;B;4;D;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;D;A;A;B
'190004090227';19;F;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;508.3;501.3;564.7;542.3;1;540;D;D;D;D;3;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004090240';17;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;423.5;384.4;417;448.9;0;460;H;H;F;F;4;A;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004090247';48;F;3;3;1;11;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;382.3;365.9;377.3;397.5;1;460;A;B;A;A;3;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;A;A;A;B
'190004090257';21;M;1;3;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;670.1;671.4;633.6;804.3;1;940;F;F;D;D;4;H;A;C;D;B;B;B;B;B;A;A;A;A;C;A;A;E;A;C;B
'190004090259';25;M;1;2;1;7;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;E;D;B;3;H;A;C;D;B;A;B;B;B;B;B;A;A;C;A;B;D;B;B;B
'190004090268';17;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;518.7;402;526.5;498.3;0;480;D;F;D;D;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004096668';20;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;428.5;455.5;462.2;409.9;0;520;G;F;E;D;8;N;B;D;E;C;B;C;B;B;A;B;A;B;E;B;B;E;B;B;B
'190004096670';20;M;1;2;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;448.1;490.6;469.8;537.2;0;460;C;E;A;B;3;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;B;A;B
'190004096682';54;F;0;5;1;9;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;370.6;575.3;523.9;364.3;1;520;A;A;A;A;3;C;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
'190004096687';31;F;3;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;402;519;570.6;438;1;540;B;E;A;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004096688';18;M;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;559.9;522.4;;0;600;H;E;F;D;3;C;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;B
'190004096696';17;M;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;463.6;500.1;462.4;492.9;1;640;G;F;B;B;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004099867';46;M;3;3;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;A;A;2;F;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;B;B
'190004099873';19;M;1;0;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;418.8;572.6;515.1;556.7;0;480;H;H;D;D;2;C;A;C;C;A;B;B;B;B;B;A;A;A;B;B;A;B;A;A;B
'190004099879';18;F;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;443.8;352.3;443.6;461;1;560;C;F;D;D;5;I;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B
'190004099883';22;F;1;3;1;4;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;D;C;B;4;E;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004099886';22;F;1;3;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;F;D;D;C;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004099887';28;M;1;2;1;12;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;C;A;A;3;D;B;B;B;B;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
'190004093406';18;M;1;3;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;375.2;489.1;427.3;460.3;0;700;D;E;F;F;4;D;A;B;C;A;C;B;A;C;A;A;A;A;C;A;B;D;B;B;B
'190004093407';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;341.2;398.5;490.8;389.4;0;480;H;E;F;C;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;D;A;A;B
'190004093415';20;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;424.1;497.9;521;507.3;1;640;A;A;A;A;6;C;A;B;D;A;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
'190004103447';19;F;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;C;E;A;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004096652';17;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;435.4;540.7;454.7;410.7;0;580;B;G;B;D;4;J;A;B;C;B;B;B;A;B;B;B;A;A;B;A;B;E;A;B;B
'190004096654';18;M;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;493.4;543.1;470.5;485.9;0;560;C;H;C;F;4;G;D;C;C;C;A;B;C;B;B;B;A;B;C;B;A;E;A;C;B
'190004096700';18;M;1;3;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;505.5;569.4;585.3;677.6;1;660;C;E;B;B;4;B;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004096721';42;F;2;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;402.5;445.8;398.5;378.1;1;340;A;A;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
'190004102784';20;F;1;1;1;4;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;391.9;433.9;516;423.5;1;480;B;D;A;A;6;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004096730';19;F;1;1;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;474;358.2;420;427.1;1;620;C;C;A;A;5;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190004096733';20;F;1;3;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;G;G;E;E;3;O;A;C;C;C;A;B;B;B;B;B;A;A;B;B;A;D;A;C;B
'190004096737';17;F;1;1;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;519.4;503.9;565.4;393.6;1;640;E;E;B;B;8;B;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
'190004096747';17;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;345.3;498.6;473.2;600.6;1;600;E;F;B;C;6;G;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
'190004096749';19;F;1;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;380.2;390.7;505.1;417.8;0;580;H;E;A;B;6;B;A;B;C;B;A;B;B;A;A;B;A;A;B;A;A;C;A;A;A
'190004096752';36;M;1;2;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;B;A;A;1;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190004099915';22;M;2;3;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;E;C;B;5;C;A;C;E;A;B;B;A;B;A;A;A;A;B;A;A;D;B;A;B
'190004099922';17;M;1;2;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;483.8;461.7;516.5;442.5;0;580;E;E;B;B;5;B;A;B;D;A;C;B;A;B;A;B;A;A;B;A;A;D;A;B;B
'190004099923';41;M;3;3;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;A;A;A;A;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;A
'190004099931';15;M;1;0;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;619.9;643.7;618.8;726.7;0;800;C;F;D;D;3;G;D;D;D;C;A;B;B;B;A;B;A;A;D;B;A;D;A;B;B
'190004099933';19;F;1;0;1;0;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;433.9;538.7;;0;520;F;B;F;B;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
'190004099945';18;F;1;3;2;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;514.8;473.7;527.2;482.1;0;580;D;D;B;B;6;D;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
'190004099946';18;M;1;1;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;;B;B;B;F;3;C;A;B;C;A;B;B;A;B;B;A;A;A;B;A;A;B;A;A;B
'190004099950';16;M;1;2;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;581.9;657.6;633.8;622.8;0;740;E;F;D;D;4;G;A;C;C;B;A;B;B;B;A;B;A;A;B;A;B;D;A;B;B
'190004099952';23;M;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;B;E;C;B;4;A;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
'190004099954';19;M;1;2;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;D;C;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
'190004099960';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;B;B;2;B;A;B;B;A;A;B;A;B;B;A;A;A;B;A;A;C;B;B;B
'190004103214';31;M;2;2;1;13;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;435.6;571.1;555.8;422.5;1;680;B;B;C;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190004103222';17;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;431.5;478.5;502.2;427.8;1;380;F;C;A;A;5;B;A;B;C;B;B;B;A;A;A;A;A;A;B;B;A;B;A;A;B
'190004103224';15;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;426.8;573.2;544.3;423.1;1;640;B;E;A;A;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
'190004103228';15;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;431.1;498.4;489.3;541.5;0;600;F;D;A;A;5;B;A;B;C;B;B;B;A;A;A;A;A;A;B;B;A;B;A;A;B
'190004106403';17;M;1;2;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;475.7;542.9;496;616.4;0;300;B;B;A;A;6;B;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;A;A;A;B
'190004106404';21;M;1;3;1;3;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;474.7;526.6;461.9;540.6;0;580;E;B;A;A;1;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
'190004106407';19;F;1;3;1;0;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;389.5;371.9;493.7;414.2;1;280;H;B;F;B;5;C;C;B;C;A;B;B;A;A;A;B;A;A;C;A;A;D;A;A;A
'190004106408';17;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;616.9;596.2;570.8;607.4;0;620;C;F;D;D;4;I;A;C;C;B;A;B;B;B;A;A;A;A;B;A;B;D;A;B;B
'190004106409';21;M;1;2;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;439.9;449.4;364.9;417.3;1;460;A;A;A;A;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
'190004106412';16;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;557.8;558.2;535.8;541.8;0;680;E;E;C;D;3;C;A;B;C;A;B;B;B;B;A;A;A;A;B;A;A;B;A;A;B
'190004106413';18;F;1;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;632.5;611.9;629.3;717.5;0;960;G;F;D;B;1;G;A;B;C;A;A;B;A;A;A;A;A;A;A;A;A;B;A;B;B
'190004106414';20;M;1;3;1;0;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;383.2;445.4;523.4;459;1;440;E;C;A;A;2;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
'190004106416';29;M;1;3;1;13;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;601.6;655.1;665.4;761.3;1;880;G;E;E;B;2;O;A;D;D;C;A;C;B;B;A;B;A;A;C;A;B;C;B;B;B
'190004106421';27;F;1;2;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;460;393.2;;1;520;A;A;A;A;2;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A;A;A;A
'190004106436';17;F;1;1;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;355.3;429;489.6;359.3;0;480;H;H;C;B;6;C;A;B;C;B;A;B;A;A;A;A;A;A;B;B;A;E;A;A;B
'190004106439';17;M;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;457.2;522.3;559.7;460.4;1;600;E;E;B;B;7;C;A;C;D;A;B;B;A;B;B;A;A;A;B;A;A;B;B;A;A
'190004106442';18;M;1;3;1;0;2;1;;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;475.1;440.2;421;606.7;0;640;F;F;D;D;3;C;A;C;D;B;A;B;A;A;A;A;A;A;B;A;A;D;B;B;B
'190004109622';17;M;1;1;1;0;3;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;608.1;600.1;581.8;625.6;0;800;F;E;E;F;5;O;C;C;D;B;A;B;B;B;B;A;A;A;E;A;B;E;A;E;B
'190004109631';24;M;0;3;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;E;E;C;B;3;C;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
'190004109634';28;F;3;2;1;10;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;519;490.8;514.6;425;1;580;B;C;B;B;2;C;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
'190004109637';18;F;1;3;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;533.9;540.8;562.7;567.9;0;900;E;G;D;D;5;E;A;B;D;A;B;B;B;A;A;A;A;A;A;A;A;D;A;B;B
'190004109641';18;F;1;3;1;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;478.9;500.5;507.1;453.2;1;580;E;B;C;B;8;C;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
'190004109644';20;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;418.9;608.1;509;438.7;1;540;A;B;A;A;7;C;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;B
'190004109645';29;M;1;2;1;1;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;432.3;447.6;494.9;482.3;1;380;A;E;A;F;8;G;A;C;E;A;C;B;A;A;A;A;A;A;B;B;A;E;A;C;B
'190004109658';17;F;1;2;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;527.6;421.6;533.8;475.4;1;640;E;F;C;B;5;D;A;B;C;A;C;B;B;B;A;A;A;A;B;A;A;E;A;B;B
'190004109661';22;F;2;3;1;0;2;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;430.9;489.2;535.3;377.5;1;680;G;E;D;B;3;B;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;A
'190004112873';16;F;1;3;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;528.3;598.5;590.6;632.8;1;640;E;E;D;B;3;G;A;B;C;B;B;B;A;A;A;A;A;A;B;A;A;A;A;B;B
'190004112880';18;M;1;3;1;1;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;F;E;B;B;4;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
'190004112886';24;M;1;2;1;6;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;495.7;531.6;;1;560;C;E;C;B;4;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
'190004112887';19;F;1;3;1;2;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;498.8;538.6;584.4;534.4;1;680;C;C;C;B;3;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;B;B
'190004112895';23;F;1;2;1;5;1;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;;A;G;F;F;5;B;A;B;D;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
'190004112901';16;M;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;459.9;603.3;449.4;566.7;1;840;E;E;D;D;2;G;A;B;C;A;B;B;B;B;A;B;B;A;B;B;B;C;A;A;A
'190004112908';16;M;0;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;583.6;583.1;605.6;737.5;0;800;H;H;E;D;5;Q;B;C;D;C;A;B;C;B;A;C;B;B;E;B;B;E;A;D;B
'190004090339';18;F;1;2;1;0;2;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;360.5;403;480.1;411;0;540;A;E;A;C;5;C;A;B;D;A;B;B;B;B;A;A;A;A;B;B;A;C;A;A;B
'190004090340';16;F;1;1;1;0;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;522.2;557.6;586.8;614.7;0;700;D;F;E;E;2;G;D;E;E;C;A;D;B;B;A;A;A;B;E;B;A;A;A;B;B
